#Data tag : 24v2 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
382856:9871,07/07/24 12:22:27,415,415,0.190705512,0.179581798
382878:9873,07/07/24 20:54:09,853,853,0.397912356,0.373768966
382913:9877,07/08/24 14:41:36,2285,2285,0.873331547,0.831199243
382921:9878,07/09/24 08:24:31,1180,1180,0.556173833,0.522955209
382922:9878,07/09/24 16:44:19,80,80,0.032460519,0.028906712
382924:9878,07/09/24 17:25:22,247,247,0.090267878,0.086471024
382937:9879,07/09/24 21:42:48,472,472,0.217061976,0.204838518
382960:9883,07/10/24 07:52:18,563,563,0.260765739,0.243944879
383028:9885,07/11/24 01:48:44,89,89,0.033109953,0.031053561
383034:9886,07/11/24 05:08:29,662,662,0.309455523,0.288638230
383036:9886,07/11/24 09:34:23,58,58,0.027970367,0.025656419
383134:9891,07/12/24 19:19:21,110,110,0.007794196,0.007549401
383148:9895,07/13/24 04:50:42,537,537,0.039786654,0.038715077
383153:9896,07/13/24 10:30:17,194,194,0.082377058,0.066165714
383155:9896,07/13/24 11:58:32,1853,1853,0.770815940,0.729941648
383162:9899,07/14/24 03:43:21,1531,1528,0.707565902,0.669822511
383163:9899,07/14/24 13:49:37,513,513,0.164263918,0.158275637
383173:9900,07/14/24 19:48:15,927,927,0.439139866,0.412650456
383174:9900,07/15/24 01:54:31,1015,1014,0.390011206,0.368732032
383175:9900,07/15/24 08:35:34,158,158,0.042292331,0.039568584
383247:9904,07/15/24 23:52:58,108,108,0.041872151,0.039445771
383254:9905,07/16/24 03:16:42,1225,1225,0.584983622,0.544996415
383255:9905,07/16/24 11:15:11,915,915,0.321410769,0.308294311
383275:9906,07/16/24 20:29:35,177,177,0.076443056,0.066804348
383276:9906,07/16/24 21:41:35,292,292,0.142594866,0.132986862
383277:9906,07/16/24 23:40:05,675,675,0.328781096,0.308858990
383323:9910,07/17/24 13:35:57,1259,1259,0.600356179,0.559030038
383326:9910,07/17/24 22:14:32,514,514,0.181913651,0.171528576
383363:9911,07/18/24 09:52:44,735,735,0.344016721,0.322758991
383365:9911,07/18/24 14:48:58,49,49,0.023916431,0.021406435
383366:9911,07/18/24 15:11:12,27,27,0.013257732,0.011436310
383367:9911,07/18/24 15:24:35,176,176,0.085923473,0.079772130
383368:9911,07/18/24 17:16:22,1037,1037,0.364001955,0.350574572
383377:9912,07/19/24 03:48:39,279,279,0.125675741,0.117506218
383417:9917,07/20/24 01:05:27,778,778,0.367148776,0.341281296
383418:9917,07/20/24 06:11:07,917,917,0.389630378,0.368562946
383447:9920,07/20/24 20:44:24,470,470,0.217801109,0.204779010
383448:9920,07/20/24 23:49:52,463,463,0.225797398,0.208832827
383449:9920,07/21/24 02:51:34,1246,1246,0.451195256,0.433105508
383467:9921,07/21/24 13:30:14,177,177,0.074930827,0.068788355
383468:9921,07/21/24 14:41:34,2149,2149,0.853280978,0.809333457
383485:9923,07/22/24 08:25:14,75,75,0.025117210,0.023979834
383486:9923,07/22/24 08:56:37,114,114,0.054916439,0.046273898
383487:9923,07/22/24 09:47:12,2042,2042,0.851419615,0.801120503
383496:9925,07/23/24 02:52:20,180,180,0.078788117,0.072808188
383512:9926,07/23/24 06:46:08,1754,1754,0.795246998,0.743506722
383514:9926,07/23/24 19:13:08,139,139,0.039087412,0.037844904
383536:9927,07/24/24 02:13:47,163,163,0.066233064,0.061638433
383537:9927,07/24/24 03:19:59,76,76,0.037037315,0.033085993
383541:9927,07/24/24 04:01:38,302,302,0.147092100,0.137246353
383629:9931,07/25/24 00:40:18,190,190,0.080965548,0.076448775
383630:9931,07/25/24 01:56:21,295,295,0.139621204,0.131771990
383631:9931,07/25/24 03:56:49,1675,1675,0.683067240,0.642952680
383647:9932,07/25/24 17:03:23,105,105,0.040324052,0.037923602
383648:9932,07/25/24 17:46:40,229,229,0.111658051,0.103239133
383649:9932,07/25/24 19:18:20,340,340,0.165900287,0.153987763
383650:9932,07/25/24 21:33:00,41,41,0.019996955,0.017422947
383661:9934,07/26/24 01:47:35,100,100,0.037402455,0.034630992
383662:9934,07/26/24 02:30:01,181,181,0.088125740,0.080421489
383669:9935,07/26/24 05:40:30,639,639,0.301825446,0.280457448
383687:9936,07/26/24 12:06:39,475,475,0.221910672,0.205912291
383692:9937,07/26/24 17:20:31,851,851,0.403478624,0.372042749
383693:9937,07/26/24 22:56:12,155,155,0.075363801,0.068250770
383694:9937,07/27/24 00:04:45,30,30,0.014021043,0.008790273
383695:9937,07/27/24 00:19:44,739,739,0.283604520,0.266868457
383712:9939,07/27/24 08:34:14,1546,1546,0.715284297,0.667435853
383724:9939,07/27/24 19:49:20,192,192,0.061954641,0.059779227
383740:9941,07/28/24 01:30:34,676,676,0.314920583,0.289706894
383741:9941,07/28/24 05:57:42,572,572,0.275048646,0.256253298
383756:9942,07/28/24 12:25:37,1364,1364,0.638807531,0.593227851
383758:9942,07/28/24 21:50:52,25,25,0.009579673,0.008984129
383767:9943,07/29/24 00:29:10,1594,1594,0.727979757,0.674992590
383779:9943,07/29/24 10:56:46,173,173,0.058137853,0.055796996
383811:9945,07/29/24 16:52:12,40,40,0.012627720,0.011277490
383812:9945,07/29/24 17:11:17,330,330,0.160975437,0.148482458
383813:9945,07/29/24 19:26:00,104,104,0.050648666,0.046168967
383814:9945,07/29/24 20:12:38,1243,1243,0.551814117,0.516293948
383830:9947,07/30/24 08:01:55,120,120,0.050709766,0.046428710
383832:9947,07/30/24 08:59:00,395,395,0.192921647,0.176920074
383833:9947,07/30/24 11:39:37,171,171,0.083500807,0.077340669
383834:9947,07/30/24 12:49:56,438,438,0.211337941,0.195640061
383854:9951,07/30/24 20:32:22,1043,1043,0.500351555,0.458209799
383855:9951,07/31/24 03:37:50,905,905,0.353678279,0.334599356
383900:9960,07/31/24 15:53:42,29,29,0.007608002,0.007254339
383907:9962,08/01/24 01:35:28,615,615,0.291844995,0.263918743
383908:9962,08/01/24 05:40:03,16,16,0.007796309,0.006825118
383948:9967,08/01/24 21:31:59,880,880,0.414907263,0.381120395
383949:9967,08/02/24 03:17:58,904,904,0.384625853,0.363972113
383996:9969,08/02/24 14:25:58,2189,2189,0.908997112,0.859871549
384014:9970,08/03/24 07:49:48,378,378,0.168047477,0.157862884
384029:9971,08/03/24 12:39:06,443,443,0.199430494,0.186765612
384052:9973,08/04/24 01:26:33,2134,2134,0.892791662,0.838457765
384069:9974,08/04/24 17:15:47,1185,1185,0.550207803,0.512749464
384070:9974,08/05/24 01:14:33,678,678,0.252832404,0.239685194
384124:9978,08/05/24 19:07:55,69,69,0.022908399,0.020280980
384126:9978,08/05/24 19:39:34,20,20,0.009409751,0.006196515
384127:9978,08/05/24 19:50:44,15,15,0.007085763,0.006211409
384128:9978,08/05/24 20:00:38,1613,1613,0.723393946,0.679108523
384187:9982,08/06/24 20:53:18,380,380,0.163188710,0.152179666
384188:9982,08/06/24 23:24:44,255,255,0.120536571,0.112482916
384202:9983,08/07/24 12:18:48,1760,1760,0.778186901,0.732694640
384203:9983,08/07/24 23:45:17,8,8,0.002684476,0.002246752
384204:9983,08/07/24 23:51:26,214,214,0.066519432,0.063085385
384209:9984,08/08/24 07:07:55,783,783,0.361196376,0.335666138
384238:9986,08/08/24 17:13:57,492,492,0.223414117,0.208468324
384239:9986,08/08/24 20:45:15,1321,1321,0.564535287,0.533833280
384244:9986,08/09/24 06:26:50,146,146,0.041740360,0.040442152
384264:9987,08/09/24 11:29:13,964,964,0.446483102,0.416610378
384265:9987,08/09/24 17:49:26,408,408,0.187858205,0.175941561
384290:9989,08/10/24 20:15:12,105,105,0.049337777,0.045198273
384291:9989,08/10/24 21:33:54,1626,1626,0.708554004,0.670338974
384318:9992,08/11/24 12:35:40,33,33,0.006793383,0.006442002
384322:9994,08/11/24 18:20:51,694,694,0.319504872,0.296796115
384323:9994,08/11/24 22:57:34,431,431,0.203763294,0.190735480
384331:9995,08/12/24 03:58:07,586,586,0.268257157,0.249340040
384332:9995,08/12/24 07:49:44,529,529,0.249906901,0.232187507
384377:9996,08/12/24 18:27:38,394,394,0.176983274,0.163017624
384378:9996,08/12/24 21:06:29,168,168,0.079248645,0.072147741
384380:9996,08/12/24 22:50:43,27,27,0.012801734,0.011659190
384382:9996,08/12/24 23:17:40,159,159,0.075090348,0.069747860
384383:9996,08/13/24 01:10:37,999,999,0.393200802,0.371602525
384406:10000,08/13/24 14:20:29,599,599,0.272459432,0.254749393
384413:10001,08/13/24 20:26:14,1949,1949,0.835884630,0.785078625
384446:10002,08/14/24 12:08:34,244,244,0.112836092,0.104970033
384464:10004,08/14/24 18:47:13,248,248,0.106510712,0.099574353
384468:10005,08/14/24 23:38:21,1911,1911,0.822992275,0.764671798
384485:10006,08/15/24 14:45:03,96,94,0.030850034,0.028696714
384486:10006,08/15/24 15:25:50,34,34,0.016056053,0.014403081
384487:10006,08/15/24 15:42:19,30,30,0.014189140,0.012818247
384489:10006,08/15/24 16:02:32,29,29,0.013695729,0.012130313
384490:10006,08/15/24 16:17:13,31,31,0.014621219,0.013151201
384491:10006,08/15/24 16:32:41,31,31,0.014607448,0.013352745
384492:10006,08/15/24 16:48:32,1609,1609,0.541315127,0.506615246
384565:10010,08/16/24 21:29:08,1711,1711,0.713077327,0.658995394
384579:10012,08/17/24 11:16:57,538,538,0.156761321,0.141248711
384591:10013,08/17/24 17:20:39,154,154,0.058931782,0.055106482
384593:10013,08/17/24 18:32:49,137,137,0.064809940,0.059915844
384610:10014,08/17/24 22:43:48,405,405,0.148826978,0.141522786
384614:10016,08/18/24 05:44:59,1255,1255,0.578464648,0.537135577
384638:10017,08/18/24 17:19:49,531,531,0.242345063,0.215016435
384644:10017,08/18/24 21:25:07,1046,1046,0.464144358,0.422844908
384933:10049,08/23/24 19:17:08,622,622,0.282588646,0.264917993
384934:10049,08/23/24 23:22:15,4,4,0.001838375,0.001653911
384935:10049,08/23/24 23:30:44,1327,1327,0.535944923,0.513185231
384950:10050,08/24/24 09:59:15,171,171,0.072875743,0.068030752
384951:10050,08/24/24 11:11:49,959,959,0.454352109,0.427961066
384963:10052,08/24/24 21:20:42,2104,2104,0.913905048,0.865085020
384981:10056,08/25/24 14:30:56,2098,2098,0.909737966,0.861979536
385012:10059,08/26/24 14:29:58,275,275,0.119112340,0.110952990
385016:10061,08/26/24 19:27:38,778,778,0.358773042,0.335244622
385094:10066,08/28/24 20:30:28,949,949,0.439935432,0.414204485
385100:10068,08/29/24 06:12:48,17,17,0.003017832,0.002818485
385127:10069,08/29/24 11:21:07,2035,2035,0.870214744,0.825127770
385134:10070,08/30/24 02:46:58,304,304,0.134076405,0.126146800
385142:10072,08/30/24 07:48:37,1936,1936,0.830723177,0.784410647
385152:10073,08/31/24 00:23:41,1157,1157,0.533940515,0.498883602
385153:10073,08/31/24 07:59:36,851,851,0.324773317,0.309915146
385168:10074,08/31/24 17:44:44,2055,2055,0.884229647,0.836420947
385178:10075,09/01/24 09:25:43,504,504,0.067686731,0.060998303
385194:10077,09/01/24 18:18:28,1398,1398,0.493644955,0.460024547
385260:10082,09/03/24 09:38:15,543,543,0.193764904,0.180173287
385281:10084,09/03/24 18:30:31,1387,1387,0.585006716,0.550001960
385284:10084,09/04/24 04:04:19,133,133,0.052594514,0.050171150
385285:10084,09/04/24 05:07:39,276,276,0.095794361,0.092408306
385286:10084,09/04/24 07:10:58,1445,1445,0.346870392,0.337701513
385311:10086,09/04/24 20:10:28,106,106,0.038387977,0.032396428
385312:10086,09/04/24 20:55:00,430,430,0.203847752,0.190825719
385324:10087,09/05/24 04:16:47,1835,1835,0.635895824,0.597089441
385354:10090,09/05/24 23:32:09,798,798,0.367241673,0.344885175
385355:10090,09/06/24 04:45:28,947,947,0.382813461,0.360935115
385383:10091,09/06/24 14:25:32,359,359,0.160816130,0.150841525
385386:10091,09/06/24 17:28:58,10,10,0.004717060,0.004230266
385387:10091,09/06/24 17:42:59,365,365,0.172846460,0.161871978
385390:10092,09/06/24 22:13:08,1652,1652,0.754229849,0.708100722
385391:10092,09/07/24 08:58:33,541,541,0.179206411,0.172423822
385408:10093,09/07/24 16:43:27,409,409,0.183934526,0.173547933
385415:10094,09/07/24 21:29:08,508,508,0.230967211,0.217383905
385422:10095,09/08/24 04:08:23,1112,1112,0.516520494,0.480462499
385423:10095,09/08/24 11:26:06,390,390,0.177340303,0.166468928
385424:10095,09/08/24 14:01:18,634,634,0.191095355,0.181305229
385437:10096,09/08/24 20:29:56,777,777,0.359461229,0.335288472
385443:10097,09/09/24 03:51:29,1555,1555,0.713802731,0.670238231
385444:10097,09/09/24 14:11:45,153,153,0.056760259,0.054311750
385447:10097,09/09/24 15:16:47,172,172,0.058984982,0.056786555
385474:10098,09/09/24 19:24:24,719,719,0.165132080,0.153196719
385478:10099,09/10/24 02:09:42,645,645,0.295786591,0.268441753
385480:10099,09/10/24 06:27:18,5,5,0.002355144,0.000154913
385481:10099,09/10/24 06:33:02,104,104,0.049101868,0.044587971
385483:10099,09/10/24 07:19:45,22,22,0.010415418,0.009101075
385484:10099,09/10/24 07:31:07,19,19,0.008937838,0.007831889
385511:10100,09/10/24 12:07:41,104,104,0.039375273,0.036618975
385512:10100,09/10/24 12:50:54,23,23,0.010876717,0.009213152
385513:10100,09/10/24 13:03:21,20,20,0.009449110,0.008170807
385514:10100,09/10/24 13:14:48,26,26,0.012370642,0.010305128
385515:10100,09/10/24 13:30:08,1638,1638,0.675917886,0.628808757
385567:10104,09/11/24 12:50:43,291,291,0.109404678,0.103255739
385568:10104,09/11/24 14:48:38,256,256,0.120329135,0.112736010
385589:10105,09/11/24 22:31:01,210,210,0.090243918,0.084658441
385591:10105,09/11/24 23:58:40,17,17,0.008004267,0.004839284
385592:10105,09/12/24 00:06:54,18,18,0.008501196,0.005437117
385604:10105,09/12/24 01:44:45,1089,1089,0.502764385,0.474411797
385606:10105,09/12/24 08:53:24,643,643,0.214662818,0.206275476
385618:10107,09/12/24 15:36:37,158,156,0.066919573,0.060904021
385619:10107,09/12/24 16:43:37,98,98,0.046403078,0.042138604
385620:10107,09/12/24 17:24:53,1781,1781,0.773838758,0.732084400
385697:10109,09/13/24 16:26:05,31,31,0.006369843,0.005924434
385712:10112,09/13/24 22:09:19,478,478,0.214713049,0.201450535
385713:10112,09/14/24 01:23:03,612,612,0.289158668,0.271404388
385727:10115,09/14/24 07:48:40,512,512,0.236440859,0.221810699
385728:10115,09/14/24 11:19:03,1107,1107,0.519596877,0.485584533
385738:10116,09/14/24 22:12:14,1700,1700,0.794470872,0.740663785
385739:10116,09/15/24 09:18:38,427,427,0.142447604,0.137202381
385754:10117,09/15/24 14:03:08,102,102,0.037832171,0.035059018
385764:10118,09/15/24 16:42:49,2215,2214,0.953152756,0.894213634
385799:10119,09/16/24 09:38:00,14,14,0.001947297,0.001739081
385801:10119,09/16/24 09:48:04,102,102,0.045739732,0.042701780
385836:10122,09/16/24 18:09:49,133,133,0.055084961,0.051838928
385842:10122,09/16/24 20:25:56,1945,1945,0.820106395,0.775502422
385863:10123,09/17/24 11:30:08,18,18,0.003415166,0.003182061
385882:10125,09/17/24 16:05:07,103,103,0.040211168,0.037882408
385887:10125,09/17/24 17:28:59,2,2,0.000956552,0.000670514
385888:10125,09/17/24 17:32:38,168,168,0.079325788,0.074568446
385889:10125,09/17/24 19:03:22,1637,1637,0.704342270,0.662574877
385908:10126,09/18/24 07:53:51,854,854,0.396898664,0.371624906
385915:10126,09/18/24 13:31:00,625,625,0.291410677,0.271180004
385933:10127,09/18/24 20:18:21,168,168,0.070899865,0.066001787
385934:10127,09/18/24 21:29:03,1227,1227,0.573318068,0.535336689
385986:10130,09/19/24 22:32:34,1992,1992,0.880589850,0.822547044
386006:10132,09/20/24 16:00:56,17,17,0.006286953,0.005508777
